"item_id","name","classname","name_id","item_type","use_type","material","weight","invgfx","grdgfx","itemdesc_id","stackable","max_charge_count","dmg_small","dmg_large","min_lvl","max_lvl","bless","trade","cant_delete","delay_id","delay_time","delay_effect","food_volume","save_at_once"
"40621","德雷克鑰匙","0","$3488","questitem","normal","iron","3000","59","137","1446","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40622","飛龍的爪子","0","$1012","questitem","normal","bone","8000","139","6547","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40623","多魯嘉1世傳家之寶","0","$3334","treasure_box","normal","iron","1000","1786","4377","1357","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40624","多魯嘉2世傳家之寶","0","$3335","treasure_box","normal","iron","1000","1787","4379","1357","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40625","多魯嘉3世傳家之寶","0","$3336","treasure_box","normal","iron","1000","1788","4381","1357","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40626","多魯嘉4世傳家之寶","0","$3337","treasure_box","normal","iron","1000","1789","4383","1357","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40627","多魯嘉5世傳家之寶","0","$3338","treasure_box","normal","iron","1000","1790","4385","1357","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40628","多魯嘉6世傳家之寶","0","$3339","treasure_box","normal","iron","1000","1791","4387","1357","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40629","多魯嘉7世傳家之寶","0","$3340","treasure_box","normal","iron","1000","1792","4389","1357","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40630","迪哥的舊日記","0","$3786","questitem","normal","paper","4000","1868","4756","1803","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40631","萊斯塔的戒指","0","$3598","questitem","normal","gold","1000","1028","3963","1536","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40632","雷奧納的袋子","0","$3158","treasure_box","normal","none","80","958","3963","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40633","蜥蜴人的報告","0","$3788","questitem","normal","paper","4000","1869","4757","1805","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40634","蜥蜴人的寶物","0","$3789","questitem","normal","gold","0","1870","4758","1806","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40635","法令軍團印記","0","$3882","questitem","normal","silver","10000","1938","4997","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40636","法令軍王印記盒","Box_DarkSpiritArmy","$3881","questitem","normal","steel","5000","1939","4996","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40637","瑪勒巴的信","0","$4003","questitem","normal","paper","10000","917","3963","1859","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40638","魔獸軍團印記","0","$3884","questitem","normal","silver","5000","1942","4999","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40639","魔獸軍王印記盒","Box_DarkPowerArmy","$3883","questitem","normal","steel","10000","1941","4998","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40640","暗殺軍王印記盒","Box_BrightMagicArmy","$3879","questitem","normal","steel","10000","1937","4994","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40641","說話卷軸","Tscroll","$3278","questitem","normal","paper","0","1760","4337","1305","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40642","冥法軍團印記","0","$3880","questitem","normal","silver","5000","1938","4995","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40643","水之氣息","0","$3869","questitem","none","gemstone","3000","1924","4984","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40644","迷宮構造圖","0","$4020","questitem","normal","paper","1000","1138","3963","1870","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40645","風之氣息","0","$3870","questitem","none","gemstone","3000","1926","4985","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40646","蜥蜴的角","0","$1011","questitem","normal","bone","6000","56","3963","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40647","藏寶圖碎片","0","$3484","questitem","normal","paper","1000","1780","3963","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40648","生銹的刺客之劍","0","$2427","questitem","none","iron","1000","1048","2874","833","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40649","東北方監獄鑰匙","0","$3482","questitem","normal","iron","0","1320","3373","1433","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40650","北方監獄鑰匙","0","$3423","questitem","normal","iron","0","1320","3373","1434","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40651","火之氣息","0","$3868","questitem","none","gemstone","3000","1922","4983","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40652","燃燒的皮","0","$3873","questitem","normal","leather","2000","1931","3963","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40653","紅鑰匙","0","$1755","questitem","normal","iron","3000","672","2153","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40654","第三迷宮鑰匙","0","$4022","questitem","normal","iron","3000","59","137","1864","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40655","水晶之牙","0","$3875","questitem","normal","glass","1000","1933","4990","2071","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40656","試煉之劍A","0","$4023","questitem","normal","iron","40","932","4317","1866","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40657","試煉之劍B","0","$4024","questitem","normal","iron","40","932","4317","1867","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40658","試煉之劍C","0","$4025","questitem","normal","iron","40","932","4317","1868","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40659","試煉之劍D","0","$4026","questitem","normal","iron","40","932","4317","1869","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40660","試煉卷軸","reel.SpellbookOrdeal","$4027","questitem","dai","paper","1000","929","4337","1865","1","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40661","兒子的遺骸","0","$3486","questitem","normal","bone","20000","958","3963","1444","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40662","兒子的肖像畫","0","$3490","questitem","normal","paper","10000","1781","3963","1445","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40663","兒子的信","0","$3485","questitem","normal","paper","0","917","3963","1443","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40664","阿拉斯的護身符","0","$4004","questitem","normal","paper","0","604","3963","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40665","阿拉斯的信","0","$3988","questitem","normal","paper","1000","917","3963","1858","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40666","無法得知的傳家之寶","0","$3341","treasure_box","normal","gold","0","1786","4377","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40667","暗殺軍團印記","0","$3886","questitem","normal","silver","5000","1944","5001","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40668","暗殺軍王印記盒","Box_AssassinArmy","$3885","questitem","normal","steel","10000","1943","5000","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40669","火焰之影肋骨","0","$3771","questitem","normal","bone","10000","1998","5049","1742","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40670","火焰之影尾巴","0","$3773","questitem","normal","bone","10000","1999","5050","1744","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40671","火焰之影骨翼","0","$3774","questitem","normal","bone","10000","2001","5052","1745","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40672","火焰之影脊椎","0","$3775","questitem","normal","bone","10000","1978","5036","1746","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40673","火焰之影首級","0","$3770","questitem","normal","bone","10000","1992","5043","1741","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40674","火焰之影指甲","0","$3772","questitem","normal","bone","10000","1996","5047","1743","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40675","黑暗礦石","0","$3876","questitem","normal","mineral","5000","1934","4991","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40676","闇之氣息","0","$3872","questitem","none","gemstone","3000","1930","4987","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40677","黑暗礦石鑄塊","0","$3877","questitem","normal","mineral","2000","1935","4992","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40678","靈魂石碎片","0","$3776","questitem","normal","glass","0","1997","5048","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40679","污濁的金甲","0","$3980","questitem","none","oriharukon","0","2061","3171","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40680","污濁斗篷","0","$3984","questitem","none","cloth","0","2055","2940","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40681","污濁的鋼靴","0","$3983","questitem","none","iron","0","2059","2872","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40682","污濁的腕甲","0","$3981","questitem","none","leather","0","2053","2868","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40683","污濁的頭盔","0","$3982","questitem","none","none","0","2057","357","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40684","污濁的弓","0","$3979","questitem","none","wood","0","2051","3423","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40685","未磨光的雕像","0","$3155","questitem","normal","none","1000","1539","3855","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40686","完成品的雕像","0","$3157","questitem","normal","none","1000","1541","3857","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40687","歐姆的袋子","Pouch_Oum","$3151","questitem","normal","leather","80","958","3963","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40688","未上漆的雕像","0","$3156","questitem","normal","none","1000","1540","3856","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40689","未精雕的雕像","0","$3153","questitem","normal","none","1000","1537","3853","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40690","未修補的雕像","0","$3154","questitem","normal","none","1000","1538","3854","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40691","半成品的雕像","0","$3152","questitem","normal","none","1000","1536","3852","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40692","完成的藏寶圖","Value_Map","$3487","questitem","normal","paper","10000","479","3963","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40693","遠征隊金甲","0","$3993","questitem","none","oriharukon","0","2062","3171","1844","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40694","遠征隊斗篷","0","$3996","questitem","none","cloth","0","2056","2940","1845","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40695","遠征隊鋼靴","0","$3995","questitem","none","iron","0","2060","2872","1843","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40696","遠征隊的遺物","RelicExpedition_Member","$3978","questitem","normal","none","0","957","3963","1838","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40697","遠征隊腕甲","0","$3992","questitem","none","leather","0","2054","2868","1841","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40698","遠征隊頭盔","0","$3994","questitem","none","leather","0","2058","357","1844","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40699","遠征隊弓","0","$3991","questitem","none","wood","0","2052","3963","1840","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40700","銀笛","Silver_Flute","$3588","questitem","normal","silver","1000","43","3963","1533","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40701","小藏寶圖","0","$3491","questitem","normal","paper","0","1780","4354","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40702","小袋子","0","$3568","treasure_box","normal","leather","0","958","3963","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40703","心靈支配石","0","$3878","questitem","normal","gemstone","1000","1936","4993","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40704","死亡尾骨","0","$3769","questitem","normal","bone","10000","1974","5031","1740","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40705","死亡巨斧","0","$3766","questitem","normal","bone","10000","1956","5017","1737","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40706","死亡戰錘","0","$3765","questitem","normal","bone","10000","1972","5029","1736","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40707","死亡首級","0","$3764","questitem","normal","bone","10000","1968","5025","1733","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40708","死亡長矛","0","$3767","questitem","normal","bone","10000","1971","5028","1738","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40709","死亡之劍","0","$3768","questitem","normal","bone","10000","1975","5032","1739","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40710","朋友的袋子","0","$3589","questitem","normal","leather","50000","958","3963","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40711","卡得穆斯項鏈","0","$3492","questitem","normal","iron","6000","304","3963","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40712","卡立普的高級袋子","0","$3184","questitem","normal","leather","10000","958","3963","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40713","卡立普的袋子","0","$3052","questitem","normal","leather","10000","958","3963","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40714","藍尾蜥蜴之皮","0","$3489","questitem","normal","leather","0","1782","4356","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40715","皮爾斯的禮物","GiftBag_Pierce","$2627","questitem","normal","leather","80","958","3963","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40716","爺爺的寶物","0","$3569","questitem","normal","gemstone","1000","238","3963","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40717","弄縐的情書","0","$3787","questitem","normal","paper","1000","1867","4755","1804","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40718","血石碎片","0","$3956","questitem","normal","glass","0","2071","3963","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40719","混沌首級","0","$3763","questitem","normal","bone","10000","1991","5042","1732","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40720","黑暗之翼","0","$3874","questitem","normal","leather","3000","1932","4989","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40721","巨大南瓜種子","0","$2066","event","normal","vegetation","2000","933","2476","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40722","金南瓜","Golden_Pumpkin","$2069","questitem","normal","vegetation","4000","943","2474","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40723","銀南瓜","Silver_Pumpkin","$2070","questitem","normal","vegetation","4000","955","2474","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40724","銅南瓜","Bronze_Pumpkin","$2071","questitem","normal","vegetation","4000","937","2474","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40725","南瓜糖果","0","$2068","event","normal","vegetation","1000","936","3963","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40726","南瓜種子","0","$2065","event","normal","vegetation","0","949","2475","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40727","綠短襪","0","$2685","event","normal","cloth","0","1209","3938","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40728","紅短襪","0","$617","event","normal","cloth","2000","1208","3963","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40729","金襪子","0","$3205","event","normal","cloth","2000","1551","3963","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40730","聖誕卡片","Card","$1606","event","ccard","paper","0","464","3963","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40731","情人節卡片","Card","$1619 $1623","event","vcard","paper","0","607","3963","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40732","白色情人節卡片","Card","$1620 $1623","event","wcard","paper","0","617","3963","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40733","名譽貨幣","brave.Potion_6","$3056","potion","power","mithril","0","1480","3681","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1"
"40734","信賴貨幣","hp.Faith_Currency","$3057","potion","hpr","mithril","0","1481","3682","0","1","0","0","0","0","0","1","1","0","2","1000","0","0","1"
"40735","勇氣貨幣","mp.Mpr3","$3059","potion","mpr","mithril","0","1483","3684","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40736","智慧貨幣","mp.Mpr7","$3058","potion","mpr","mithril","0","1482","3683","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40737","藏寶箱","0","$2408","event","normal","wood","0","998","3963","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40738","銀飛刀","0","$2516","sting","sting","silver","200","1146","2980","867","1","0","8","8","0","0","1","0","0","0","0","0","0","0"
"40739","飛刀","0","$2463","sting","sting","iron","300","1147","2979","867","1","0","10","10","0","0","1","0","0","0","0","0","0","0"
"40740","重飛刀","0","$2517","sting","sting","iron","400","1145","2981","867","1","0","14","14","0","0","1","0","0","0","0","0","0","0"
"40741","奧裡哈魯根鍍金骨箭","0","$3784","arrow","arrow","oriharukon","47","1817","66","0","1","0","4","3","0","0","1","0","0","0","0","0","0","0"
"40742","古代之箭","0","$2377","arrow","arrow","silver","47","96","66","0","1","0","5","4","0","0","1","0","0","0","0","0","0","0"
"40743","箭","0","$61","arrow","arrow","wood","30","7","66","0","1","0","6","5","0","0","1","0","0","0","0","0","0","0"
"40744","銀箭","0","$93","arrow","arrow","silver","47","96","66","68","1","0","7","6","0","0","1","0","0","0","0","0","0","0"
"40745","黃金箭","0","$3512","arrow","arrow","gold","47","1816","4451","0","1","0","9","9","0","0","1","0","0","0","0","0","0","0"
"40746","米索莉箭","0","$773","arrow","arrow","mithril","47","96","66","0","1","0","10","9","0","0","1","0","0","0","0","0","0","0"
"40747","黑色米索莉箭","0","$3514","arrow","arrow","blackmithril","63","1818","4453","0","1","0","11","15","0","0","1","0","0","0","0","0","0","0"
"40748","奧裡哈魯根箭","0","$3513","arrow","arrow","oriharukon","47","1817","4452","0","1","0","12","12","0","0","1","0","0","0","0","0","0","0"
"40749","獵犬之牙","0","$2866","petitem","petitem","none","60000","1304","3285","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40750","破滅之牙","0","$2868","petitem","petitem","blackmithril","60000","1306","3285","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40751","鬥犬之牙","0","$2869","petitem","petitem","iron","150000","1307","3285","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40752","黃金之牙","0","$2872","petitem","petitem","gold","50000","1312","3285","1070","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40753","龍之牙","0","$2867","petitem","petitem","iron","150000","1305","3285","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40754","不滅之牙","0","$2870","petitem","petitem","none","150000","1308","3285","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40755","黑暗之牙","0","$2865","petitem","petitem","none","150000","1302","3285","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40756","神之牙","0","$2871","petitem","petitem","oriharukon","80000","1310","3285","1069","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40757","鋼鐵之牙","0","$2873","petitem","petitem","iron","150000","1314","3285","1071","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40758","勝利之牙","0","$2874","petitem","petitem","bone","50000","1315","3285","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40759","寵物祝福盔甲","0","$2875","petitem","petitem","none","100000","1293","3277","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40760","寵物光明盔甲","0","$2880","petitem","petitem","none","200000","1298","3282","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40761","寵物皮盔甲","0","$2878","petitem","petitem","iron","30000","1296","3280","1058","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40762","寵物骷髏盔甲","0","$2881","petitem","petitem","bone","30000","1300","3283","1061","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40763","寵物鋼鐵盔甲","0","$2882","petitem","petitem","iron","250000","1301","3284","1062","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40764","寵物米索莉盔甲","0","$2879","petitem","petitem","mithril","200000","1297","3281","1059","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40765","寵物十字盔甲","0","$2877","petitem","petitem","iron","180000","1295","3279","1055","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40766","寵物鏈甲","0","$2876","petitem","petitem","steel","450000","1294","3278","1056","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40778","皮帶","0","$1038","material","none","leather","20","264","1165","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40779","鋼鐵塊","0","$1201","material","none","steel","1","516","1498","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40780","死亡首級","0","$3764","questitem","normal","bone","10000","1969","5026","1734","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40781","死亡首級","0","$3764","questitem","normal","bone","10000","1970","5027","1735","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40782","暗影神殿3樓鑰匙","teleport.Dark_Temple_Key3","$3946","questitem","normal","bone","10000","1969","19","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40783","暗影神殿3樓鑰匙","teleport.Dark_Temple_Key3","$3946","questitem","normal","bone","10000","1970","19","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"40801","指定傳送(黃昏山脈)","teleport.SOR_UserSet","$10262","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40802","指定傳送(亞丁城庭園)","teleport.SOR_UserSet","$10110","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40803","指定傳送(鏡子森林)","teleport.SOR_UserSet","$10259","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40804","指定傳送(巴拉卡斯棲息地)","teleport.SOR_UserSet","$10244","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40805","指定傳送(法利昂棲息地)","teleport.SOR_UserSet","$10235","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40806","指定傳送(林德拜爾棲息地)","teleport.SOR_UserSet","$10260","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40807","指定傳送(海音洞穴3F)","teleport.SOR_UserSet","$10158","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40808","指定傳送(海音洞穴4F)","teleport.SOR_UserSet","$10159","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40809","指定傳送(火窟)","teleport.SOR_UserSet","$10243","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40810","指定傳送(龍之谷入口)","teleport.SOR_UserSet","$10149","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40811","指定傳送(沙漠)","teleport.SOR_UserSet","$10120","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40812","指定傳送(歐瑞槍兵之地)","teleport.SOR_UserSet","$10116","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40813","指定傳送(遠古戰場)","teleport.SOR_UserSet","$10133","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40814","指定傳送(食屍地)","teleport.SOR_UserSet","$10132","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40815","指定傳送(風木地監1F)","teleport.SOR_UserSet","$10114","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40816","指定傳送(風木地監2F)","teleport.SOR_UserSet","$10115","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40817","指定傳送(巨蟻洞穴)","teleport.SOR_UserSet","$10111","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40818","指定傳送(巨蟻洞穴)","teleport.SOR_UserSet","$10112","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40819","指定傳送(巨蟻女皇棲息地)","teleport.SOR_UserSet","$10113","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40820","指定傳送(象牙塔5F)","teleport.SOR_UserSet","$10255","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40821","指定傳送(象牙塔6F)","teleport.SOR_UserSet","$10256","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40822","指定傳送(象牙塔7F)","teleport.SOR_UserSet","$10257","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40823","指定傳送(象牙塔8F)","teleport.SOR_UserSet","$10258","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40824","指定傳送(騎士洞穴2F)","teleport.SOR_UserSet","$10139","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40825","指定傳送(騎士洞穴3F)","teleport.SOR_UserSet","$10140","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40826","指定傳送(騎士洞穴4F)","teleport.SOR_UserSet","$10141","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40827","指定傳送(奇岩地監2F)","teleport.SOR_UserSet","$10125","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40828","指定傳送(奇岩地監3F)","teleport.SOR_UserSet","$10126","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40829","指定傳送(奇岩地監4F)","teleport.SOR_UserSet","$10127","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40830","指定傳送(古魯丁地監3F)","teleport.SOR_UserSet","$10168","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40831","指定傳送(古魯丁地監4F)","teleport.SOR_UserSet","$10169","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40832","指定傳送(古魯丁地監5F)","teleport.SOR_UserSet","$10170","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40833","指定傳送(古魯丁地監6F)","teleport.SOR_UserSet","$10171","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40834","指定傳送(古魯丁地監7F)","teleport.SOR_UserSet","$10172","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40835","指定傳送(龍之谷地監1F)","teleport.SOR_UserSet","$10150","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40836","指定傳送(龍之谷地監2F)","teleport.SOR_UserSet","$10151","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40837","指定傳送(龍之谷地監3F)","teleport.SOR_UserSet","$10152","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
