"item_id","name","classname","name_id","type","material","weight","invgfx","grdgfx","itemdesc_id","ac","safenchant","use_royal","use_knight","use_mage","use_elf","use_darkelf","use_dragonknight","use_illusionist","add_str","add_con","add_dex","add_int","add_wis","add_cha","add_hp","add_mp","add_hpr","add_mpr","add_sp","min_lvl","max_lvl","m_def","haste_item","damage_reduction","weight_reduction","hit_modifier","dmg_modifier","bow_hit_modifier","bow_dmg_modifier","bless","trade","cant_delete","max_use_time","defense_water","defense_wind","defense_fire","defense_earth","regist_stun","regist_stone","regist_sleep","regist_freeze","regist_sustain","regist_blind","greater","note","note2"
"20168","武官手套","0","$3844","glove","steel","50000","1898","4959","0","-1","6","1","1","0","1","1","1","0","1","0","0","0","0","0","10","0","0","0","0","40","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20169","巴蘭卡手套","0","$3076","glove","leather","5000","1526","3816","1164","-3","4","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20170","反王手套","0","$2191","glove","iron","10000","962","182","0","-2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20171","保護者手套","0","$2249","glove","leather","10000","1011","182","768","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","20","10","0","0","0","45","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20172","水靈手套","0","$3254","glove","leather","18000","1631","4114","1289","0","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","-1",,
"20173","象牙塔皮手套","0","$3292","glove","leather","18000","710","182","1333","-2","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","可使用象牙塔對盔甲施法的卷軸強化至+4",
"20174","雪人手套","0","$1801","glove","leather","20000","711","182","0","-1","4","1","1","1","1","1","1","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","8","0","0","-1",,
"20175","水晶手套","0","$1800","glove","gemstone","20000","707","182","0","-3","4","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","-1",,
"20176","神官手套","0","$3851","glove","leather","20000","1905","4966","0","0","6","1","0","1","1","0","0","1","0","0","0","0","0","0","5","0","0","1","0","40","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20177","地靈手套","0","$3256","glove","leather","18000","1632","4115","1291","0","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0","-1",,
"20178","暗殺軍王手套","0","$3857","glove","leather","25000","1911","4972","0","-4","6","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20179","火焰之影手套","0","$3751","glove","bone","1000","2008","5058","1720","0","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","52","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20180","黑暗手套","0","$2452 $330","glove","cloth","10000","1076","2934","871","-1","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20181","火靈手套","0","$3253","glove","leather","18000","1633","4116","1288","0","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","-1",,
"20182","手套","0","$330","glove","leather","10000","141","182","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20183","死亡手套","0","$3743","glove","bone","5000","1967","5024","1712","-3","0","1","1","1","1","1","1","1","1","0","1","0","0","-2","0","0","0","0","0","45","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20184","克特手套","0","$2773","glove","iron","15000","1244","3315","1007","-2","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20185","賽尼斯手套","0","$2201","glove","leather","8000","971","182","0","-1","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20186","墮落手套","0","$3344","glove","leather","18000","1665","4268","1380","-2","4","1","1","0","0","0","1","0","0","1","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20187","力量手套","0","$795","glove","leather","18000","328","182","280","0","4","1","1","1","1","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20188","藍海賊手套","0","$3496","glove","leather","15000","1765","4343","1487","-1","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20189","風靈手套","0","$3255","glove","leather","18000","1634","4117","1290","0","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","-1",,
"20190","混沌手套","0","$3739","glove","bone","5000","1990","5041","1708","-3","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20191","腕甲","0","$775","glove","leather","10000","327","3964","0","0","4","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20192","皮長靴","0","$1027","boots","leather","10000","461","25","0","-2","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20193","皮涼鞋","0","$1025","boots","leather","8000","452","25","0","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20194","鋼鐵長靴","0","$1211","boots","iron","50000","509","25","0","-3","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20195","影子長靴","0","$2423","boots","leather","10000","1044","2872","829","-2","4","0","0","0","0","1","0","0","0","0","0","0","0","0","50","0","4","0","0","45","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20196","黑暗棲林者長靴","0","$3091","boots","leather","10000","1489","3711","1179","-2","4","0","1","0","1","1","1","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20197","惡魔長靴","0","$1807","boots","iron","15000","702","25","0","-3","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20198","死亡騎士長靴","0","$1811","boots","iron","15000","701","25","0","-3","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20199","拉斯塔巴德長靴","0","$2913","boots","leather","10000","1325","3430","1089","-2","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20200","魔獸軍王長靴","0","$3856","boots","leather","30000","1910","4971","0","-4","6","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20201","武官長靴","0","$3845","boots","steel","60000","1899","4960","0","-2","6","1","1","0","1","1","1","0","0","0","0","0","0","0","20","0","0","0","0","40","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20202","巴蘭卡長靴","0","$3077","boots","leather","10000","1525","3804","1165","-3","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20203","反王長靴","0","$2190","boots","iron","12000","961","25","0","-3","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20204","巴列斯長靴","0","$2767","boots","glass","10000","1258","3254","1001","-2","6","0","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20205","長靴","0","$210","boots","leather","15000","435","25","0","-2","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20206","象牙塔皮涼鞋","0","$3291","boots","leather","50000","447","25","1332","-3","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","可使用象牙塔對盔甲施法的卷軸強化至+4",
"20207","深水長靴","0","$1804","boots","leather","15000","704","25","0","-2","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20208","神官長靴","0","$3852","boots","leather","30000","1906","4967","0","-2","6","1","0","1","1","0","0","1","0","0","0","0","0","0","5","0","0","0","0","40","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20209","火焰之影長靴","0","$3750","boots","bone","1000","2004","5054","1719","0","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","52","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20210","黑暗長靴","0","$2452 $210","boots","cloth","15000","1093","2936","873","-2","6","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20211","冰之女王魅力涼鞋","0","$2752","boots","glass","10000","1238","3260","986","-2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20212","銀釘皮涼鞋","0","$1026","boots","leather","10000","447","25","0","-1","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20213","短統靴","0","$206","boots","leather","10000","65","25","0","-1","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20214","克特長靴","0","$2775","boots","iron","15000","1247","3317","1009","-3","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20215","賽尼斯長靴","0","$2194","boots","iron","15000","964","25","0","-2","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20216","墮落長靴","0","$3346","boots","leather","10000","1669","4270","1382","-2","4","1","0","0","1","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20217","藍海賊長靴","0","$3497","boots","leather","15000","1766","4344","1488","-2","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20218","黑長者涼鞋","0","$2745","boots","leather","10000","1230","3298","979","-2","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","25","0","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20219","皮盾牌","0","$1028","shield","leather","25000","449","23","0","-1","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20220","鋼鐵盾牌","0","$1210","shield","iron","140000","508","23","0","-3","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20221","骷髏盾牌","0","$1030","shield","bone","30000","457","23","0","-3","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20222","木盾","0","$778","shield","wood","30000","97","2879","0","-1","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20223","侏儒圓盾","0","$194","shield","iron","100000","95","50","0","-2","4","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20224","拉斯塔巴德圓盾","0","$2914","shield","iron","50000","1331","3425","1090","-2","4","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20225","瑪那水晶球","0","$2351","shield","glass","50000","1017","2958","788","-2","4","0","0","1","0","0","0","0","0","0","0","1","0","0","0","100","0","0","0","50","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20226","魔法能量之書","0","$1917","shield","paper","20000","906","5994","0","-2","4","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20227","梅杜莎盾牌","0","$2213","shield","silver","80000","979","23","0","-2","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","30","0","0","0","0","-1",,
"20228","武官之盾","0","$3846","shield","steel","100000","1900","4961","0","-2","6","1","1","0","1","1","1","0","0","0","0","0","0","0","10","0","4","0","0","40","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20229","反射之盾","0","$196","shield","silver","50000","137","23","119","-2","4","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","20","0","0","0","0","-1",,
"20230","紅騎士盾牌","0","$2035","shield","silver","50000","954","23","666","-2","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20231","塔盾","0","$429","shield","iron","120000","177","359","305","-3","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20232","象牙塔皮盾牌","0","$3293","shield","leather","50000","450","23","1334","-3","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","可使用象牙塔對盔甲施法的卷軸強化至+4",
"20233","神官魔法書","0","$3853","shield","paper","30000","1907","4968","0","-3","6","1","0","1","1","0","0","1","0","0","0","0","0","0","0","50","0","3","0","40","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20234","信念之盾","0","$3794","shield","iron","50000","1874","23","1811","-3","6","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20235","伊娃之盾","0","$419","shield","silver","50000","1203","3174","0","-3","4","1","1","1","1","1","1","1","0","0","0","0","0","0","20","0","0","0","0","40","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20236","精靈盾牌","0","$187","shield","silver","50000","1202","3173","114","-2","6","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20237","阿克海盾牌","0","$189","shield","iron","50000","114","23","0","-1","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20238","銀騎士之盾","0","$922","shield","silver","100000","332","996","289","-2","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20239","小盾牌","0","$186","shield","wood","30000","97","23","0","-1","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20240","死亡之盾","0","$3745","shield","bone","20000","1973","5030","1714","-1","0","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","-1",,
"20241","銀釘皮盾","0","$1029","shield","leather","35000","450","23","0","-2","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20242","大盾牌","0","$193","shield","iron","100000","61","23","0","-2","4","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-1",,
"20243","隱藏之谷項鏈","0","$1758","amulet","gemstone","5000","665","8","0","0","4","0","1","0","1","1","0","0","0","0","0","0","0","0","5","5","0","0","0","5","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2",,
"20244","小型魅力項鏈","0","$1667 $1007","amulet","gemstone","5000","642","8","311","0","4","1","1","1","1","1","1","1","0","0","0","-2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2",,
"20245","小型敏捷項鏈","0","$1667 $1003","amulet","gemstone","5000","638","8","307","0","4","1","1","1","1","1","1","1","0","-2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2",,
"20246","小型力量項鏈","0","$1667 $1002","amulet","gemstone","5000","637","8","306","0","4","1","1","1","1","1","1","1","1","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2",,
"20247","小型智力項鏈","0","$1667 $1005","amulet","gemstone","5000","640","8","309","0","4","1","1","1","1","1","1","1","0","0","0","1","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2",,
"20248","小型精神項鏈","0","$1667 $1006","amulet","gemstone","5000","641","8","310","0","4","1","1","1","1","1","1","1","0","0","0","0","1","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2",,
"20249","小型體質項鏈","0","$1667 $1004","amulet","gemstone","5000","639","8","308","0","4","1","1","1","1","1","1","1","-2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2",,
"20250","變形怪首領項鏈","0","$2757","amulet","gemstone","5000","1254","3303","991","0","4","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","變身：狼人",
"20251","都佩傑諾的項鏈","0","$10085","amulet","mithril","5000","304","8","282","0","-1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3",,
"20252","蕾雅項鏈","0","$3079","amulet","gemstone","5000","1517","3792","1167","0","4","0","0","1","0","0","0","0","0","-2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,
"20253","法令軍王之煉","0","$3859","amulet","gold","5000","1913","4974","0","0","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","15","0","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,
"20254","魅力項鏈","0","$1007","amulet","gemstone","5000","1192","3163","311","0","4","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,
"20255","冥法軍王之戒","0","$3858","amulet","gold","5000","1912","4973","0","0","4","1","0","1","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,
"20256","敏捷項鏈","0","$1003","amulet","gemstone","5000","1188","3159","307","0","4","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,
"20257","黑法師項鏈","0","$3087","amulet","gemstone","5000","1485","3707","1175","0","4","0","0","1","0","0","0","0","0","-1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,
"20258","喚獸師項鏈","0","$3083","amulet","gemstone","5000","1521","3796","1171","0","-1","0","0","1","0","0","0","0","0","0","0","0","-1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3",,
"20259","歌唱之島項鏈","0","$1757","amulet","gemstone","5000","665","8","0","0","4","1","0","1","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","5","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2",,
"20260","艾莉絲項鏈","0","$2858","amulet","gemstone","5000","1165","3130","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,
"20261","火焰之影項鏈","0","$3753","amulet","bone","1000","2002","5053","1722","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","52","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",,
"20262","營養滿分金項鏈","0","$3671","amulet","gold","5000","1613","8","0","0","4","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,
"20263","妖魔戰士護身符","0","$1013","amulet","gemstone","5000","1193","3164","314","0","4","1","1","1","1","1","1","1","0","0","0","0","0","0","20","0","0","0","0","10","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2",,
"20264","力量項鏈","0","$1002","amulet","gemstone","5000","1187","3158","306","0","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,
"20265","靈魂的印記","0","$3193","amulet","gemstone","5000","1547","3976","0","0","4","1","1","1","1","1","0","0","0","0","0","0","0","0","10","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2",,
"20266","智力項鏈","0","$1005","amulet","gemstone","5000","1190","3161","309","0","4","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,
"20267","精神項鏈","0","$1006","amulet","gemstone","5000","1191","3162","310","0","4","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,
"20268","體質項鏈","0","$1004","amulet","gemstone","5000","1189","3160","308","0","4","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,
"20269","骷髏項鏈","0","$3500","amulet","bone","1000","1769","4347","1491","-2","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,
"20270","情人節項鏈","0","$10057","amulet","mithril","5000","304","8","282","0","-1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3",,
"20277","變形怪首領之戒(右)","0","$2756","ring","wood","3000","1253","3302","990","0","4","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","變身：妖魔鬥士",
"20278","變形怪首領之戒(左)","0","$2755","ring","wood","3000","1252","3301","989","0","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","變身：骷髏",
